Reciever Seller ID,Buyer ID,call_id,call_transcription
152298969,"112,230,231",640448844,"{Okay, here is the transcription of the audio call:

[00:00] Buyer: Hello.
[00:03] Seller: Hello, Shreyansh printer.
[00:05] Buyer: Haan boliye na sir.
[00:08] Buyer: English.
[00:10] Buyer: Kya bol rahe ho, aapka aawaz nahi aa raha hai.
[00:15] Buyer: English.
[00:20] Seller: Hello, yeah tell me now how, yeah tell me how can I help you.
[00:23] Buyer: Yeah, I need Shreyansh printer billing machine. How much the price, can I know?
[00:28] Seller: Okay, which billing machine? 2 or 3 inch?
[00:32] Buyer: Sorry?
[00:33] Seller: You want a billing machine, right?
[00:35] Buyer: Yes.
[00:35] Seller: Can you tell me, you want a 2 inch billing machine or a 3 inch billing machine? You want printer, right?
[00:42] Buyer: Yes, I want uh the the the, text board plus uh display one with 3 inch on the power supply coming.
[00:48] Seller: Okay. So you want a P-O-S machine, right?
[00:53] Buyer: Yeah, machine yes.
[00:55] Seller: Okay.
[00:56] Seller: Okay, okay. So it should be a window or Android?
[01:02] Seller: You want Android P-O-S. You want an Android P-O-S machine or window P-O-S machine?
[01:10] Buyer: Uh power using one. Is it? Power using one is window, is it?
[01:14] Seller: Can you just tell me for what use you want a P-O-S machine?
[01:21] Buyer: No, I don't understand what you mean.
[01:23] Seller: Okay.
[01:23] Seller: Sir, just listen na. Should I share you the photos and specifications on your WhatsApp?
[01:28] Buyer: I will send to WhatsApp ready.
[01:31] Seller: Okay, sure. I will share you all the details on WhatsApp.
[01:34] Buyer: Okay, how much the price can I know?
[01:37] Seller: It's price starting around it's uh.
[01:39] Buyer: Sorry?
[01:40] Seller: 35,000. 30 to 35,000 is the starting price.
[01:46] Buyer: Uh this is uh is it come with the billing machine?
[01:49] Seller: Yeah, it actually, we will provide you a full setup.
[01:55] Seller: A small, your receipt printer also, your touch screen, your window screen also, we will provide a full setup to you.
[02:07] Buyer: Android P-O-S system one year free software is it?
[02:11] Seller: Yes, yes, yes. Plus one year free software.
[02:18] Buyer: With the mobile software also free?
[02:21] Seller: You will provide you free software also.
[02:29] Buyer: So then Android, how much the price? 30?
[02:33] Seller: 40, its starting price is 30 to 35,000 sir.
[02:39] Buyer: Now I looking fans is uh.
[02:41] Seller: You want Shreyansh P-O-S machine, right? I will just give me 5 minutes. I will share you all the details on WhatsApp.
[02:47] Buyer: Okay, okay thank you, thank you.
[02:49] Buyer: Thank you, thank you.
[02:50] Seller: Okay sir, thank you.
}"
24108739,"93,297,367",640523446,"{[00:01] Buyer: Hello, sir Namaskar Akshay bolto hai ithun Talawade warun Talawade Pune. Sir aaplyakade Epson ch, Epson ch label tape asel ka sir? LK4WBN?
[00:16] Seller: 4WBN asel na, stock made asel.
[00:19] Buyer: Asel ka tumchyakade? A, mala sir katila hai sir pricing tyachi andaze?
[00:25] Seller: 560 rupyla kai tari jate.
[00:28] Buyer: 560, mala sir he pathavun de ka tumch PI pathavun de? Mi tumhala details pathavto ya number war. A, inclusive he porter charges pan add karal ka? 200 rupe.
[00:43] Seller: Tumcha ikde talegaon, Lidi warun 200?
[00:44] Buyer: Kai mantha sir?
[00:45] Seller: Talawadela pahije na?
[00:47] Buyer: Talawadela pahije sir, talawadela.
[00:49] Seller: Talawade talawade, pimpri chinchwad javal.
[00:51] Buyer: Javal javal.
[00:53] Buyer: Sir, jev, jev kai asel tumhi add karal ka zara porter cha? A, tyacha mule tumhi pathavun deto, chalel na?
[01:00] Seller: OK OK OK. Mi ya number var sir tumhala hi pathavto sir.
[01:03] Seller: OK. Thamba, timala Indiamart varna phone kela hai.
[01:07] Buyer: Accha ha Indiamart wala hai. OK OK tumcha number dyana sir.
[01:09] Seller: Ek ek second hold kara.
[01:15] Hmm.
[01:20] Seller: Tumcha number 9920 ahe na?
[01:24] Buyer: Ha, 992085445.
[01:27] Seller: OK. Mi tyala hi pathavto.
[01:29] Buyer: Hi pathava sir, nakki nakki. OK, thank you.
[01:32] Seller: Yes sir. OK.}"
24108739,"9,007,991",640567919,"{[00:00] Buyer: Hello Shraddha Enterprise Pune bolta hai ka?
[00:03] Seller: Ho bolta hai.
[00:04] Buyer: Achcha aaple kade te mask yacha printer ch emnil ka label heart heart milto.
[00:12] Buyer: Teml Kutla printer hai?
[00:15] Buyer: Kay printer ch nav nahi mahiti photo vagare hai wattalas majakade.
[00:21] Seller: Bar, tacha kay hava hota tumhala?
[00:23] Buyer: Te te cartridge pahije te te pas saat.
[00:27] Seller: Bar bar me ha tumcha WhatsApp number hai ka?
[00:31] Buyer: Ha ha ha.
[00:33] Seller: Achcha.
[00:34] Seller: Me tumhala hi pathavto mala te machine kutlay fakt sanga mhanje me sanghu shakto.
[00:40] Buyer: Theek hai bar bar theek hai theek hai chalel.
[00:43] Seller: Ho ho chalel.}"
42728554,"255,825,718",640613763,"{[00:00] Buyer: Hello.
[00:02] Seller: Hello.
[00:02] Buyer: Hello.
[00:03] Seller: Yes ma'am, boliye.
[00:04] Buyer: Hello.
[00:05] Seller: Yes ma'am, boliye.
[00:06] Buyer: Mere ko haan India Mart waale ne aapki call pe wo dala hai. Wo keh rahe the ki aapki yaha se mere ko wo bike cover mil jayegi, bike umbrella.
[00:13] Seller: Haan.
[00:15] Buyer: To wo kitne ki milegi?
[00:16] Seller: Mil jayega.
[00:16] Seller: Kya aapko kitne piece chahiye uske?
[00:19] Buyer: Mere ko single piece chahiye. Wo kehte hai single bhi mil jayega.
[00:22] Seller: Haan haan, mil jayega. Single piece bhi mil jayega.
[00:26] Buyer: Single piece mil jayega?
[00:27] Seller: Haan haan mil jayega.
[00:28] Buyer: To aap isko deliver karaenge address pe?
[00:32] Seller: Yeh hum deliver karwa denge.
[00:34] Buyer: Okay. Kitne ka milega mere ko?
[00:37] Seller: Yeh aapko mil jayega. Yeh aapko 1500 plus jo courier charges honge wo aapko dene padenge.
[00:44] Buyer: Okay. Theek hai. To fir main aapko aapko call kar dungi.
[00:48] Buyer: Theek hai.
[00:49] Seller: Theek hai, theek hai. Theek hai, aap mere ko call kar dena.
[00:51] Buyer: Apni aapko call kar dungi.
}"
72509641,"133,856,124",640764464,"{[00:01] Buyer: Hello.
[00:02] Seller: Ha.
[00:03] Buyer: ah, Aaplyakade popcorn machine aahe ka?
[00:05] Seller: ho, aahe na dada.
[00:06] Buyer: ah, Aamala na te theatre sathi pahije. Cinema hall sathi.
[00:11] Seller: Okay. Kuthe pahije tumhala te?
[00:15] Buyer: Te mala jalgaon jilhyamadhye pahije.
[00:18] Seller: Jalgaon jilhyat. Bar milun jail na.
[00:20] Buyer: Ha tar mala tyachi images vagere pathvata aani kasa aahe te?
[00:24] Seller: Tuhi kay kara, maza whatsapp number ghya. Mi tumhala whatsapp number sangto. Whatsapp number note kara na maza.
[00:29] Buyer: Majhyakade pen vagere naahi aahe. Tuhi mala whatsapp la pathavtas tumchata same number.
[00:31] Seller: Naahi, ata kay kela, tuhi India Mart varun mala call kela aahe. Ata yachyat mi na gadi chalavato aahe ata. Driving kartoy. Mala te note nahi kartanar. Tuhi mi number sangto tevadha fakt mala whatsapp la tuhi he asa asa machine pahije mhanun whatsapp karun theva. Mi tumhala dupari tyacha reply takato. Te sagde details pathavato tyacha sagla.
[00:45] Buyer: Okay, okay. Aani nashikmadhye tumch kuthe Nashikmadhye?
[00:48] Seller: Panchavtit. Panchavtit.
[00:50] Buyer: Panchavti madhye kuth?
[00:52] Seller: Panchavti madhye malegaon stand la.
[00:55] Buyer: Malegaon stand la exactly kuth?
[00:57] Seller: ah, Ekdam signal la malegaon stand signal las aahe.
[01:01] Buyer: Aaplya Punjab hotel chya shejarichi aaplya Ashok theatre chya shejari?
[01:04] Seller: Ah, Punjab hotel chya bajula, tyachya pudhe khali gangevar corner la, gangevar utarto na aapan. tyachya opposite side la bas khali aani varti dogh shop aaple ch aahet tith.
[01:13] Buyer: Opposite side la je side la machinery chi dukan aahe te tumchach aahe ka?
[01:16] Seller: Ho.
[01:17] Buyer: Machinery chi dukan je aahe. Ho tithe tithe machinery chi dukan aahet tithe. Mhanje jo khali panchavati Ramkunda kade rasta jato. Tyala lagunach jo aahe.
[01:23] Seller: To tumcha ch aahe ka?
[01:24] Buyer: Ho, aaplach aahe.
[01:26] Buyer: Okay, okay. Thik aahe. Mi hyachyavarti high karto. Tuhi number sanga mala ek minuthi.
[01:30] Seller: Ghya. Ghya number.
[01:32] Buyer: Aah.
[01:33] Seller: 7387.
[01:35] Buyer: Ek minuthi double sanga parat.
[01:36] Seller: 7387.
[01:40] Buyer: 7.
[01:42] Hello.
[01:43] Seller: Ha ghya na dada number ghya na.
[01:45] Buyer: 7387.
[01:46] Seller: 11.
[01:47] Buyer: 000.
[01:53] Hello.
[01:54] Seller: Ha ghe na 00 ghetla 00 ghetla.
[01:55] Buyer: Ho triple zero ghetla na.
[01:57] Seller: 6 last la 6.
[01:59] Seller: 7387110006.
[02:03] Buyer: Ha.
[02:03] Seller: Bar thik aahe ya number varun tuhi call kartoy.
[02:06] Buyer: Thik aahe.}"
152298969,"12,525,995",640804988,"{[00:03] Speaker: Shreeyes Retail Solutions.
[00:06] Speaker: Hello.
[00:08] Speaker: Hello.
[00:09] Speaker: Hello. Hello. Awaz aa raha hai sir aapko?
[00:12] Speaker: Haan aa raha hai aa raha hai.
[00:13] Speaker: Haan boliye.
[00:15] Speaker: Madam bluetooth printer chahiye the election ke liye.
[00:18] Speaker: Okay bluetooth printer kitna pieces chahiye sir aapko?
[00:21] Speaker: 500 200.
[00:23] Speaker: 200 pieces chahiye. Okay. Aur aapka location?
[00:27] Speaker: Hm?
[00:27] Speaker: One minute.
[00:27] Speaker: Aapka location?
[00:30] Speaker: Okay okay theek hai chalega na?
[00:32] Speaker: Kya kya rate hai?
[00:34] Speaker: Uh sir iska 1250 plus tax.
[00:38] Speaker: 1250?
[00:39] Speaker: Yes 1250 plus tax.
[00:43] Speaker: Ye to bahut madam mahanga hai.
[00:44] Speaker: Sir it is this vahi rate mein de rahe hai sir. Hamare jo bhi dealers hai wo 50 50 pieces 50 se bhi jyada pieces ya fir 500 se bhi jyada pieces lete hain unko bhi same rate mein de rahe hain hum log.
[00:52] Speaker: Madam to isse to 1300 mein 1300 mein to humne assembly mein becha tha. Abhi aap 1250 plus to hum kya rakhhenge?
[01:02] Speaker: Accha theek hai fir bhi ek baar mein short se puchti agar wo kam karke de rahe theek hai mere ko do minute.
[01:04] Speaker: Election ka aap jo retail ka rate baat kar rahe ho wo regular customer ke hoga abhi election mein to aapko bhi pata hai wo 10-15 din ka time period hota hai.
[01:11] Speaker: Yes yes yes pata hai. Aap mere ko just 5 minute do main aapko details bhi forward karti hu whatsapp pe theek hai.
[01:14] Speaker: Okay theek hai.}"
24108739,"69,815,260",640812166,"{[00:00] Buyer: Hello?
[00:01] Seller: Ha, Hello.
[00:02] Buyer: Ha, Hello.
[00:03] Seller: sir, pherol printing machine rakho zara maruti nigam pyara karo uparthi.
[00:07] Buyer: Ha, sir.
[00:07] Seller: ha sir hindi english
[00:11] Seller: Kaise bolenge sir?
[00:12] Buyer: Main Pune se baat kar raha hoon sir.
[00:15] Seller: Pune se baat kar rahe ho? pherol printing machine chahiye tha.
[00:18] Buyer: Mil jayega machine.
[00:20] Seller: Jo thode photos dekh sakte ho kya uske?
[00:21] Buyer: ha ab
[00:24] Buyer: kaise wala dekhna chahte the? isme do model hai kyunki.
[00:26] Seller: Ha.
[00:27] Buyer: Do model hai isme. Ek to aap manually uspe type karke print kar sakte ho. Second is agar aapke paas excel sheet vgera banta hai to software mein leke directly print de sakte ho. Dono ka price bhej do na sir?
[00:39] Buyer: Yes, aap kaha se baat kar rhe ho?
[00:39] Seller: Difference hoga na dono me. Surat se baat kar rha hu sir.
[00:42] Buyer: Surat se? Okay, main bhejta hu sir.
[00:44] Seller: Thik hai sir.
[00:45] Buyer: Yes.
}"
72509641,"74,745,381",640819587,"{[00:00] Seller: Bapu machinery.
[00:01] Buyer: Hello.
[00:01] Seller: Ha. Bapu machinery.
[00:03] Buyer: Ha ha.
[00:03] Buyer: Hello. Sir, aaplya kade garlic pilling machine ahe bhau?
[00:06] Seller: Ho ahe na.
[00:07] Buyer: Je salpat kadhte, teech machine na? Barobar na?
[00:08] Seller: Ho ho ho ho, tech machine.
[00:11] Buyer: Kiti paryant jaail te?
[00:13] Seller: umm te jaail 11500.
[00:16] Buyer: Baghayla milel ka mala? Udya video pathvta ka jara mala yachavar tumcha.
[00:17] Seller: Um,
[00:19] Buyer: Kiti taasa lagtil tithe aamchya? Nashik madhunach bolto, pan Sinnarla ahe sadhyani.
[00:23] Seller: Accha. Tumhi Nashik la yekda dukaan aamchya, kaay zala mee na aata jara baaher aahe, out of Nashik aahe. Uh, tumhi mala WhatsApp karun theva, mee tyat paathavto tumhala video vagere paathavto lagla tyacha.
[00:28] Buyer: Barobar, aaple dukaan kuthe aala aahe?
[00:30] Seller: Panchvati Madegaon stand la.
[00:33] Buyer: Kaay navani?
[00:34] Seller: Bapu machinery.
[00:35] Buyer: Bapu machinery mhanun navani. Signal javalachach aahe ka?
[00:36] Seller: Ho.
[00:37] Seller: Signal varach exact signal var.
[00:39] Buyer: Bar.
[00:40] Buyer: Pan garlic pilling tumchya lakshat aala na, salpat kadhayach aahe tamhala.
[00:41] Seller: Ho ho ho.
[00:42] Buyer: Sinnar kar.
[00:43] Seller: Ho.
[00:43] Seller: Ahe stock ahe yeun dya tumhi baghayla manun dhya, kaay adchan nahi.
[00:45] Buyer: Bar bar bar. Ho ho ho.}"
24108739,"255,882,574",640874556,"{[00:03] Buyer: A Shraddha Enterprises na?
[00:05] Seller: ha bolto aahe
[00:06] Buyer: A te aamhala tumchaa number aahe na IndiaMart varun bhetlaa aahe. aamhala partex company chi ji sleevee aste na ferrule sleevee.
[00:15] Seller: hmm.
[00:15] Buyer: tar te aahe ka available aaplyaakade
[00:17] Seller: size sangaaylaa pahije hote
[00:19] Buyer: size ka? size sangto tumhala
[00:26] Buyer: mhm aamhala paahije aahe 7 mm che hmm mhanje 10 mm te 16 mm aashe techyaavar dilele aahe. 10mm che 16mm? mhanje aapli 16 chi cable aahe tyala basnaari hmm haa haa mhanje 8mm chi tube hote
[00:37] Seller: aaplyaakade 10 mm tari aahe partex ha partex aate je tumche machine aahe tyachaamadhe chaalnaare haa techyaamadhe je tube chaalel ti tube aahe partex tube chaalte?
[00:52] Buyer: haa partex machine la chaalen?
[00:54] Seller: tumhi naammatak ki aahe Pratyek Ferrule Machine sarikhe aste Pratex fakt nantar tyala sticker lavto
[01:02] Buyer: okay ti white wali ka yellow wali?
[01:05] Seller: White wale aahet majhyaakade me yellow nahi thevat
[01:09] Buyer: aaplyala yellow paahije hote
[01:10] Seller: kutli size?
[01:12] Buyer: Yellow yellow tyachaamadhe evdha motha aahe ha
[01:18] Buyer: baghaa naa available hot asanar tar Nigharila kuthe aaplaa
[01:21] Seller: he Mhana Modern Shivari Modern Shivari ho
[01:23] Buyer: ha ha mI kaam karto ha tumchaa whatsapp number aahe ka?
[01:26] Seller: ho nahi nahi haa nahi dusra aahe me tumhala whatsapp numberla paathvto hai thamba mala india mart
[01:31] Buyer: phone number tumhala saanghu ha thamba me lihun gheto
[01:40] Buyer: ha bola naa
[01:41] Buyer: 9960
[01:43] Buyer: ha
[01:43] Buyer: 557370
[01:46] Buyer: 557370 hmm
[01:51] Seller: ok sir me tumhala hai pathavto ekda bagha aala ka?
[01:54] Buyer: okay okay theek pathva
[01:58] Seller: pathavle
[02:00] Seller: phone cut karu nako saram
[02:01] Buyer: ho aala aala
[02:03] Buyer: okay mala tyacha photo kivhaa kaay paathva naa kaay aahe sel tar paathvto paathvto lagech chalu rahude thamba
[02:18] Buyer: ok hi wali avi aahe na?
[02:20] Buyer: ho
[02:21] Seller: sample paathvu ka?
[02:23] Buyer: mala thoda vel dyaa mi tumhala sangto lagech
[02:26] Buyer: ho ho
[02:26] Seller: chalel chalel call karu maga yes yes yes chalel theek ho
}"
42728554,"234,429,531",640896094,"{[00:00] Buyer: Hello.
[00:01] Seller: Haan.
[00:01] Buyer: Sir, yeh Mlan Texon se baat kar rahe hain?
[00:03] Seller: Haan, bol rahe hain, bataiye.
[00:04] Buyer: Sir, mere ko actually naa ki apne paas yeh apne Mok Pro ke woh milte hain naa washer pump.
[00:09] Seller: Haan, haanji.
[00:10] Buyer: Haan sir, woh chahiye the M1, M1 model ke.
[00:14] Seller: M1, kitne piece?
[00:15] Buyer: 10 piece chahiye the sir.
[00:18] Seller: Ah, check karwana padega. Actually, abhi M1 washer hamara jo hai woh 15 November se aayega.
[00:24] Buyer: 15 November se aayega.
[00:26] Seller: Haan, haan. Aap mera WhatsApp number likh lo. Aap message daal ke chhod do. Jaise hi aayega, main update kar dunga.
[00:30] Buyer: Ek minute sir, bataiyega, ek minute, hold kijiye.
[00:32] Buyer: Bataiye sir number?
[00:34] Seller: 99
[00:34] Buyer: 99
[00:35] Seller: 539
[00:37] Buyer: 539
[00:38] Seller: 03
[00:39] Buyer: 03
[00:40] Seller: 261
[00:41] Buyer: 261
[00:41] Seller: Haan. Tushar naam hai mera.
[00:42] Buyer: 2 3 4 5, Tushar, theek hai sir.
[00:45] Seller: Kaahn se bol raha hai?
[00:45] Buyer: Main sir, Delhi Nangloi se baat kar raha hun.
[00:48] Seller: Achha Nangloi se. Mera office Azadpur mein hai.
[00:50] Buyer: Azadpur mein sir, yeh Federal walon ke aas paas hai kya? Matlab Karnal Road pe apna.
[00:54] Seller: Federal walon ko toh hum maal dete hain.
[00:56] Buyer: Haan Federal walon ko aapka yeh Lead Group wale se bhi maine maal purchase kiya tha aapka Mac Pro ka, bhale Mok Pro ka.
[00:59] Seller: Haan, haan. Sabke all over Daryaganj mein jitne hain.
[01:02] Buyer: Ji, ji.
[01:02] Seller: Sabko hum maal dete hain. Mera yeh yeh aapka kya kehte hain Azadpur jo Shakti Nagar ki taraf rasta jaata hai naa Azadpur se.
[01:08] Buyer: Haanji, haanji, haanji.
[01:09] Seller: Haan, uss pe woh Han Cinema padta hai.
[01:12] Buyer: Han Cinema.
[01:12] Seller: Cinema ki taraf jo. Uske just saamne Vardhman Mall hai, wohi Mall mein mera office hai.
[01:17] Buyer: Koi issue nahi, koi issue nahi. Main sir jaise hi main aapko ek baar.
[01:18] Seller: Haan aa jao. Kal agar aana chaho toh aap aa jao aur bhi kai item hai hamare paas power tools mein hammer drill hai woh kaafi cheeze hain.
[01:23] Buyer: Actually kya hai sir, maine abhi aapka number kahin se nikala tha toh mere ko chahiye toh sahi lekin main abhi aa.
[01:26] Buyer: Nahi paunga, mera operation hua hai abhi haath ka thoda sa.
[01:29] Seller: Achha.
[01:30] Buyer: Toh main haan toh main yeh 18-19 tareekh ke baad mera plaster kat jaayega fir main nikalunga sir ghar se.
[01:33] Seller: Koi baat nahi, koi baat nahi. Tab tak mera bhi maal aayega.
[01:35] Buyer: Haanji, haanji. Jab tak aapka aa jayega main haath ke haath pick kar launga unka.
[01:38] Seller: Theek, theek.
[01:39] Buyer: Okay, theek hai sir.
[01:40] Buyer: Price rate usi time bataiye naa sir, price vageire uske?}"
152298969,"87,782,922",640931593,"{[00:00] Buyer: Hello.
[00:01] Buyer: Vikas Printer?
[00:03] Buyer: Hello.
[00:04] Buyer: Vikas Printer?
[00:05] Buyer: Hello.
[00:05] Seller: Hello.
[00:06] Seller: Awaaz aa rahi ki nahi aa rahi?
[00:07] Buyer: Yes, yes aa raha hai boliye na.
[00:09] Buyer: Aapke paas printer hai, printer?
[00:11] Seller: Yes, kaunsa printer chahiye sir aapko?
[00:13] Buyer: Aapke paas top wala kaunsa hai?
[00:15] Seller: Kaunsa printer?
[00:17] Buyer: Accha wala printer kaunsa hai?
[00:19] Seller: Aapko accha wala sir hamare paas sare printer ache hi hai sir aapko kaunsa chahiye? 2 inch me chahiye ya 3 inch me chahiye printer? And label printer chahiye ya receipt printer chahiye aapko?
[00:29] Buyer: Screen ke saath rahe woh aisa?
[00:31] Seller: Screen ke saath rahe?
[00:32] Buyer: Haan.
[00:33] Seller: Okay, matlab aapko billing printer chahiye like aap aapka kuch bhi items wagera uske andar add kar sakte ho and bill nikal sakte ho aisa?
[00:39] Buyer: Hmm.
[00:40] Seller: Okay, so mereko aap just bata sakte ho ki aapka exact kya shop hai? Matlab aapka shop hai ya phir aap kya business karte ho?
[00:46] Buyer: Shop hai mount stationer ka.
[00:48] Seller: Mount stationer ka?
[00:49] Buyer: Haan. Woh usme software rehta hai.
[00:52] Seller: Haan, haan. Yes, yes hamara jo ye hai na aapko matlab pause machine chahiye kya aapko?
[01:00] Buyer: Kyuki mall mall mein hai mera dukaan aur mall ka software aur hamare sab printer ka software attach hoga.
[01:06] Seller: Okay, okay. Accha theek hai ek kaam karti hu mein aapko na ek receipt printer ka bhi bejti hu warna aapko touch screen mein chahiye, right? Aapko with screen chahiye na?
[01:15] Buyer: Haan.
[01:15] Seller: Okay, fine to mein bhi aapko iske bhi details WhatsApp karti hu.
[01:17] Buyer: Nahi, nahi mein kya bol raha hu?
[01:18] Seller: Hmm hmm.
[01:20] Buyer: Mall mein hamara shop hai jo percentage pe hai.
[01:23] Seller: Okay.
[01:23] Buyer: Rent jo hai percentage pe hai. To mall wale apna software hamare software se attach karenge.
[01:29] Seller: Okay.
[01:29] Buyer: Jo bill hum maarenge unko bhi malum padna chahiye ki itne ka sell hua hai.
[01:33] Seller: Okay, okay.
[01:34] Buyer: Haan, vaisa.
[01:35] Seller: Theek hai, theek hai sir koi issue nahi hai. Mein aapko woh printer ka and iske sare details forward karti hu theek hai?
[01:39] Buyer: Haan, wohi mujhe iska video, photo woh send kar dijiye.
[01:42] Seller: Okay okay.
[01:43] Buyer: Uska rate bhi rate rate bhi dalna kya rate hai.
[01:46] Seller: Okay okay theek hai chaliye.
[01:47] Buyer: Okay.}"
72509641,"79,046,811",640951114,"{[00:02] Buyer: Hello, Shinnar kahan se bol raha hai?
[00:03] Seller: Haan.
[00:03] Buyer: Haan, bol rahe hai.
[00:04] Buyer: Garlic peeling machine to mangai thi woh?
[00:07] Seller: Haan.
[00:08] Buyer: Hai kya aapke paas available?
[00:09] Seller: Hai na Dada.
[00:11] Buyer: Kya rate Dada?
[00:12] Seller: 11500 hai.
[00:14] Buyer: 11500. WhatsApp pe detail, WhatsApp pe detail photo video dalta kya?
[00:16] Seller: Tumhi mera number ghe na WhatsApp number, mi tumhala mala tumhi details pathavun thava, mi tumhala share karto details. Ek thoda driving karto aata.
[00:25] Buyer: Number sanga mala WhatsApp number. Aikana aikana aaj order takle to udya machine bhetal tumhala?
[00:29] Seller: Haan udya ready hai na machine.
[00:31] Buyer: Ready hai na theek hai tumhala WhatsApp pe hai na hai kuch
[00:33] Seller: Number ghe na WhatsApp number ghe.
[00:35] Buyer: Ek minute ek minute number dete.
[00:40] Buyer: Sangao number.
[00:41] Seller: 7387.
[00:42] Buyer: 7387.
[00:43] Seller: 11.
[00:44] Buyer: 11.
[00:45] Seller: 006.
[00:47] Buyer: 006.
[00:49] Seller: 7387.
[00:50] Buyer: 7387.
[00:51] Seller: 11006.
[00:53] Buyer: 006.
[00:54] Seller: Lekin uske upar dal diya garlic peeling machine chahiye bolke, mai uske upar bhej pata hoon detail mein tumhara.
[00:57] Buyer: Thik hai ikdum tumhara hai kya problem. Kahan se bol rahe tum?
[00:59] Seller: Shinnar se bolte sir.
[01:00] Buyer: Shillod?
[01:01] Seller: Shinnar Shinnar.
[01:02] Buyer: Shinnar. Okay. Ho jara likh diya likh diya number likh diya uske upar.
[01:05] Buyer: Lekin garlic kaling dalne ke paas tumko.
[01:08] Buyer: Mai tumko part, tu man le ki tumko number nahi bheja iske andar raat mein bheja mujhe call kiya mujhe.
[01:12] Seller: Achcha achcha, thik hai na kya problem nahi.
[01:13] Buyer: Tumhare paas milna ho gaya.
[01:15] Seller: Ho machine hota stock lagta, tumhara bagal bhetla asan lag gaya jala asan.
[01:18] Buyer: Ho tha lag gaye laga nahi gaya. Okay okay.
[01:21] Seller: Thik hai thik hai thik hai okay.
[01:24] Buyer: Kya?}"
152298969,"28,409,348",640999397,"{[00:01] Buyer: Hello?
[00:02] Seller: Hello? Haan boliye.
[00:04] Buyer: Ah Shreyansh mein se bol rahe ho? Shreyansh?
[00:06] Seller: Haan, haan Shreyansh se bol raha hai.
[00:08] Buyer: Achcha ye aapka aur ye Posiflo dono ek hi company hai, alag-alag?
[00:11] Seller: Dono ek hi company hai, yes dono ek hi hai.
[00:13] Buyer: Achcha, achcha, thik hai. Kyunki maine apna mujhe jo invoice mila matlab maine Shreyansh ke printer dekh raha tha.
[00:18] Buyer: Aur jo invoice mila wo mujhe Posiflo matlab quotation mila wo Posiflo aur,
[00:22] Buyer: Payment bhi us pe Posiflo ke account mein dalne ke liye bol raha hai.
[00:25] Seller: Nahi, nahi actually Shreyansh kaise proprietorship tha na, toh abhi private limited mein kiya to naam change kiya hai.
[00:29] Seller: Toh dono company ek hi hai sir.
[00:31] Buyer: Achcha, dono ek hi hai. Ha.
[00:32] Seller: Ek hi company hai.
[00:33] Seller: Ji.
[00:33] Buyer: Mujhe mera requirement ye tha, aapke pass se mujhe mil jayega quotation? Main mujhe matlab main distributor hoon yaha pe,
[00:40] Buyer: Kutch mein,
[00:42] Buyer: Gujarat mein, Kutch Gujarat mein.
[00:44] Buyer: Toh mujhe ye apna ah, ek toh wo jo 2D handled device aata hai wireless.
[00:49] Seller: Hmm, hmm.
[00:50] Buyer: Haan barcode scanner wo chahiye tha. Ek desktop,
[00:53] Buyer: Aur ek jo table top ke scanner rehta hai 2D.
[00:56] Seller: Hmm, hmm, hmm.
[00:57] Buyer: Haan wo chahiye.
[00:58] Buyer: Phir ek apna 3 inch ka printer,
[01:01] Buyer: Thermal printer jo POS matlab,
[01:04] Buyer: Other POS ke support mein ho matlab,
[01:07] Buyer: Ah app ke support mein,
[01:09] Seller: Toh aapne already le liya hai na sir kisi se toh.
[01:10] Buyer: Nahi, nahi, liya nahi hai maine abhi Posiflo se quotation liya tha, maine isliye maine kaha ek baar,
[01:14] Seller: Quotation liya tha kya abhi ne?
[01:15] Buyer: Hmm, hmm.
[01:16] Seller: Aapka number kya hai sir, thoda number bataoge.
[01:21] Buyer: Ah 990
[01:23] Seller: Ek second haan 990,
[01:25] Buyer: 900
[01:27] Seller: 990 900,
[01:29] Buyer: 7493.
[01:32] Seller: 74
[01:33] Buyer: 93.
[01:34] Seller: 93, okay.
[01:36] Seller: Main abhi aapko WhatsApp pe hi bhejti hoon.
[01:37] Buyer: Okay.
[01:41] Seller: Haan, maine bhej diya aapko WhatsApp pe.
[01:42] Buyer: Okay.
[01:43] Buyer: Aur matlab mujhe jo hai apna kya bolte hai,
[01:47] Buyer: Matlab invoice vagerah sab Posiflo ka hi milega ya Shreyansh...?
[01:49] Seller: Haan Posiflo ka hi milega sir, nahi nahi Posiflo ka hi milega aapko.
[01:52] Buyer: Achcha, aisa hai.
[01:53] Buyer: Thik hai, main bhejta hoon chaliye aapko requirement mera.
[01:55] Seller: Okay, okay. Aap kahan se baat kar rahe hai?
[01:56] Buyer: Mumbai, Vaikala.
[01:57] Buyer: Achcha Mumbai se, thik hai.
[01:58] Seller: Haan, thik hai. Okay.}"
